X,Y,Z,u,v,w
1885.7772180589382,114.48647416336462,0.0,-0.2841389775276184,1.5805268287658691,0.0
1985.028650588356,114.48647416336462,0.0,-0.2870507538318634,1.5817428827285767,0.0
2084.2800831177738,114.48647416336462,0.0,-0.28995999693870544,1.5830047130584717,0.0
2183.5315156471916,114.48647416336462,0.0,-0.29286718368530273,1.5843050479888916,0.0
2282.7829481766094,114.48647416336462,0.0,-0.29577502608299255,1.5856136083602905,0.0
2382.034380706027,114.48647416336462,0.0,-0.298686146736145,1.5869004726409912,0.0
2481.285813235445,114.48647416336462,0.0,-0.30160319805145264,1.5881352424621582,0.0
2580.5372457648627,114.48647416336462,0.0,-0.3045288622379303,1.5892879962921143,0.0
2679.7886782942805,114.48647416336462,0.0,-0.30746573209762573,1.590328574180603,0.0
2779.0401108236983,114.48647416336462,0.0,-0.31041648983955383,1.5912268161773682,0.0
2878.291543353116,114.48647416336462,0.0,-0.3133837878704071,1.5919524431228638,0.0
2977.542975882534,114.48647416336462,0.0,-0.3163706660270691,1.5925019979476929,0.0
3076.7944084119517,114.48647416336462,0.0,-0.3193787634372711,1.592971682548523,0.0
3176.0458409413695,114.48647416336462,0.0,-0.3224048614501953,1.5933839082717896,0.0
3275.2972734707873,114.48647416336462,0.0,-0.32544538378715515,1.5937505960464478,0.0
3374.548706000205,114.48647416336462,0.0,-0.3284967541694641,1.594083547592163,0.0
3473.800138529623,114.48647416336462,0.0,-0.33155542612075806,1.5943946838378906,0.0
3573.0515710590407,114.48647416336462,0.0,-0.33461782336235046,1.594695806503296,0.0
3672.3030035884585,114.48647416336462,0.0,-0.3376803398132324,1.5949987173080444,0.0
3771.5544361178763,114.48647416336462,0.0,-0.34073948860168457,1.5953152179718018,0.0
3870.805868647294,114.48647416336462,0.0,-0.3437916338443756,1.5956573486328125,0.0
3970.057301176712,114.48647416336462,0.0,-0.34683725237846375,1.596023440361023,0.0
4069.3087337061297,114.48647416336462,0.0,-0.3498830497264862,1.5963913202285767,0.0
4168.5601662355475,114.48647416336462,0.0,-0.3529292345046997,1.5967602729797363,0.0
4267.811598764965,114.48647416336462,0.0,-0.35597583651542664,1.597130298614502,0.0
4367.063031294383,114.48647416336462,0.0,-0.3590227961540222,1.5975013971328735,0.0
4466.314463823801,114.48647416336462,0.0,-0.3620701730251312,1.597873568534851,0.0
4565.565896353219,114.48647416336462,0.0,-0.3651179373264313,1.598246693611145,0.0
4664.8173288826365,114.48647416336462,0.0,-0.36816608905792236,1.5986210107803345,0.0
4764.068761412054,114.48647416336462,0.0,-0.3712146282196045,1.5989962816238403,0.0
4863.320193941472,114.48647416336462,0.0,-0.37426355481147766,1.5993726253509521,0.0
0.0,228.97294832672924,0.0,-0.22586742043495178,1.557089924812317,0.0
99.2514325294178,228.97294832672924,0.0,-0.22876934707164764,1.5583902597427368,0.0
198.5028650588356,228.97294832672924,0.0,-0.23167157173156738,1.5596891641616821,0.0
297.7542975882534,228.97294832672924,0.0,-0.2345740795135498,1.5609866380691528,0.0
397.0057301176712,228.97294832672924,0.0,-0.23747685551643372,1.562282681465149,0.0
496.257162647089,228.97294832672924,0.0,-0.2403799295425415,1.5635771751403809,0.0
595.5085951765068,228.97294832672924,0.0,-0.24328327178955078,1.5648703575134277,0.0
694.7600277059246,228.97294832672924,0.0,-0.24618691205978394,1.566161870956421,0.0
794.0114602353424,228.97294832672924,0.0,-0.24909082055091858,1.567452073097229,0.0
893.2628927647602,228.97294832672924,0.0,-0.2519950270652771,1.568740725517273,0.0
992.514325294178,228.97294832672924,0.0,-0.25489944219589233,1.5700281858444214,0.0
1091.7657578235958,228.97294832672924,0.0,-0.2578026354312897,1.5713251829147339,0.0
1191.0171903530136,228.97294832672924,0.0,-0.26070451736450195,1.5726323127746582,0.0
1290.2686228824314,228.97294832672924,0.0,-0.26360583305358887,1.573943853378296,0.0
1389.5200554118492,228.97294832672924,0.0,-0.2665073871612549,1.5752544403076172,0.0
1488.771487941267,228.97294832672924,0.0,-0.2694099247455597,1.576558232307434,0.0
1588.0229204706848,228.97294832672924,0.0,-0.27231428027153015,1.5778498649597168,0.0
1687.2743530001026,228.97294832672924,0.0,-0.27522119879722595,1.5791233777999878,0.0
1786.5257855295204,228.97294832672924,0.0,-0.27813148498535156,1.5803735256195068,0.0
1885.7772180589382,228.97294832672924,0.0,-0.2810458838939667,1.581594467163086,0.0
1985.028650588356,228.97294832672924,0.0,-0.2839643359184265,1.582789659500122,0.0
2084.2800831177738,228.97294832672924,0.0,-0.28688010573387146,1.5840303897857666,0.0
2183.5315156471916,228.97294832672924,0.0,-0.28979381918907166,1.5853090286254883,0.0
2282.7829481766094,228.97294832672924,0.0,-0.29270806908607483,1.586596131324768,0.0
2382.034380706027,228.97294832672924,0.0,-0.2956255376338959,1.5878623723983765,0.0
2481.285813235445,228.97294832672924,0.0,-0.2985488772392273,1.5890781879425049,0.0
2580.5372457648627,228.97294832672924,0.0,-0.3014807105064392,1.5902142524719238,0.0
2679.7886782942805,228.97294832672924,0.0,-0.3044237196445465,1.5912410020828247,0.0
2779.0401108236983,228.97294832672924,0.0,-0.3073805272579193,1.5921289920806885,0.0
2878.291543353116,228.97294832672924,0.0,-0.3103538155555725,1.5928490161895752,0.0
2977.542975882534,228.97294832672924,0.0,-0.31334659457206726,1.5933969020843506,0.0
3076.7944084119517,228.97294832672924,0.0,-0.3163604736328125,1.5938661098480225,0.0
3176.0458409413695,228.97294832672924,0.0,-0.31939226388931274,1.5942786931991577,0.0
3275.2972734707873,228.97294832672924,0.0,-0.3224383592605591,1.5946460962295532,0.0
3374.548706000205,228.97294832672924,0.0,-0.32549524307250977,1.594980239868164,0.0
3473.800138529623,228.97294832672924,0.0,-0.32855936884880066,1.595292568206787,0.0
3573.0515710590407,228.97294832672924,0.0,-0.3316271901130676,1.595594882965088,0.0
3672.3030035884585,228.97294832672924,0.0,-0.33469510078430176,1.5958988666534424,0.0
3771.5544361178763,228.97294832672924,0.0,-0.3377596139907837,1.5962162017822266,0.0
3870.805868647294,228.97294832672924,0.0,-0.3408171236515045,1.5965585708618164,0.0
3970.057301176712,228.97294832672924,0.0,-0.3438681662082672,1.5969243049621582,0.0
4069.3087337061297,228.97294832672924,0.0,-0.34691929817199707,1.5972917079925537,0.0
4168.5601662355475,228.97294832672924,0.0,-0.34997081756591797,1.5976600646972656,0.0
4267.811598764965,228.97294832672924,0.0,-0.3530227243900299,1.5980292558670044,0.0
4367.063031294383,228.97294832672924,0.0,-0.3560749590396881,1.59839928150177,0.0
4466.314463823801,228.97294832672924,0.0,-0.35912758111953735,1.598770260810852,0.0
4565.565896353219,228.97294832672924,0.0,-0.36218056082725525,1.5991421937942505,0.0
4664.8173288826365,228.97294832672924,0.0,-0.3652338981628418,1.5995148420333862,0.0
4764.068761412054,228.97294832672924,0.0,-0.368287593126297,1.5998884439468384,0.0
4863.320193941472,228.97294832672924,0.0,-0.37134167551994324,1.600262999534607,0.0
0.0,343.45942249009386,0.0,-0.22264763712882996,1.5586286783218384,0.0
99.2514325294178,343.45942249009386,0.0,-0.22555626928806305,1.559903860092163,0.0
198.5028650588356,343.45942249009386,0.0,-0.22846519947052002,1.5611776113510132,0.0
297.7542975882534,343.45942249009386,0.0,-0.23137442767620087,1.5624498128890991,0.0
397.0057301176712,343.45942249009386,0.0,-0.23428396880626678,1.5637205839157104,0.0
496.257162647089,343.45942249009386,0.0,-0.23719379305839539,1.5649899244308472,0.0
595.5085951765068,343.45942249009386,0.0,-0.24010393023490906,1.5662578344345093,0.0
694.7600277059246,343.45942249009386,0.0,-0.2430143654346466,1.5675241947174072,0.0
794.0114602353424,343.45942249009386,0.0,-0.24592509865760803,1.5687892436981201,0.0
893.2628927647602,343.45942249009386,0.0,-0.24883612990379333,1.5700527429580688,0.0
992.514325294178,343.45942249009386,0.0,-0.2517474293708801,1.571315050125122,0.0
1091.7657578235958,343.45942249009386,0.0,-0.2546575665473938,1.5725862979888916,0.0
1191.0171903530136,343.45942249009386,0.0,-0.2575664222240448,1.5738670825958252,0.0
1290.2686228824314,343.45942249009386,0.0,-0.2604748010635376,1.575152039527893,0.0
1389.5200554118492,343.45942249009386,0.0,-0.2633834481239319,1.576435923576355,0.0
1488.771487941267,343.45942249009386,0.0,-0.26629307866096497,1.5777134895324707,0.0
1588.0229204706848,343.45942249009386,0.0,-0.2692044675350189,1.578979253768921,0.0
1687.2743530001026,343.45942249009386,0.0,-0.27211835980415344,1.5802279710769653,0.0
1786.5257855295204,343.45942249009386,0.0,-0.2750355005264282,1.5814543962478638,0.0
1885.7772180589382,343.45942249009386,0.0,-0.27795669436454773,1.5826531648635864,0.0
1985.028650588356,343.45942249009386,0.0,-0.28088176250457764,1.5838278532028198,0.0
2084.2800831177738,343.45942249009386,0.0,-0.2838040888309479,1.5850473642349243,0.0
2183.5315156471916,343.45942249009386,0.0,-0.2867242395877838,1.5863043069839478,0.0
2282.7829481766094,343.45942249009386,0.0,-0.28964489698410034,1.587570071220398,0.0
2382.034380706027,343.45942249009386,0.0,-0.29256871342658997,1.5888155698776245,0.0
2481.285813235445,343.45942249009386,0.0,-0.2954982817173004,1.5900124311447144,0.0
2580.5372457648627,343.45942249009386,0.0,-0.2984362840652466,1.591131567955017,0.0
2679.7886782942805,343.45942249009386,0.0,-0.30138540267944336,1.59214448928833,0.0
2779.0401108236983,343.45942249009386,0.0,-0.3043482303619385,1.593022346496582,0.0
2878.291543353116,343.45942249009386,0.0,-0.30732741951942444,1.5937364101409912,0.0
2977.542975882534,343.45942249009386,0.0,-0.3103260397911072,1.594282627105713,0.0
3076.7944084119517,343.45942249009386,0.0,-0.31334561109542847,1.5947514772415161,0.0
3176.0458409413695,343.45942249009386,0.0,-0.3163829445838928,1.595164179801941,0.0
3275.2972734707873,343.45942249009386,0.0,-0.3194345235824585,1.5955322980880737,0.0
3374.548706000205,343.45942249009386,0.0,-0.32249680161476135,1.595867395401001,0.0
3473.800138529623,343.45942249009386,0.0,-0.32556623220443726,1.596181035041809,0.0
3573.0515710590407,343.45942249009386,0.0,-0.32863929867744446,1.5964845418930054,0.0
3672.3030035884585,343.45942249009386,0.0,-0.3317124843597412,1.5967895984649658,0.0
3771.5544361178763,343.45942249009386,0.0,-0.3347822427749634,1.5971076488494873,0.0
3870.805868647294,343.45942249009386,0.0,-0.3378450274467468,1.5974501371383667,0.0
3970.057301176712,343.45942249009386,0.0,-0.34090131521224976,1.5978156328201294,0.0
4069.3087337061297,343.45942249009386,0.0,-0.34395772218704224,1.5981826782226562,0.0
4168.5601662355475,343.45942249009386,0.0,-0.34701448678970337,1.5985503196716309,0.0
4267.811598764965,343.45942249009386,0.0,-0.3500715494155884,1.5989187955856323,0.0
4367.063031294383,343.45942249009386,0.0,-0.35312896966934204,1.599287986755371,0.0
4466.314463823801,343.45942249009386,0.0,-0.35618674755096436,1.5996578931808472,0.0
4565.565896353219,343.45942249009386,0.0,-0.35924485325813293,1.600028395652771,0.0
4664.8173288826365,343.45942249009386,0.0,-0.3623032867908478,1.6003997325897217,0.0
4764.068761412054,343.45942249009386,0.0,-0.3653620481491089,1.6007717847824097,0.0
4863.320193941472,343.45942249009386,0.0,-0.36842116713523865,1.601144552230835,0.0
0.0,457.9458966534585,0.0,-0.21943208575248718,1.5601541996002197,0.0
99.2514325294178,457.9458966534585,0.0,-0.2223474085330963,1.5614043474197388,0.0
198.5028650588356,457.9458966534585,0.0,-0.22526304423809052,1.5626530647277832,0.0
297.7542975882534,457.9458966534585,0.0,-0.2281789928674698,1.563900351524353,0.0
397.0057301176712,457.9458966534585,0.0,-0.23109526932239532,1.5651460886001587,0.0
496.257162647089,457.9458966534585,0.0,-0.23401185870170593,1.5663905143737793,0.0
595.5085951765068,457.9458966534585,0.0,-0.2369287610054016,1.5676333904266357,0.0
694.7600277059246,457.9458966534585,0.0,-0.23984599113464355,1.5688749551773071,0.0
794.0114602353424,457.9458966534585,0.0,-0.24276353418827057,1.5701149702072144,0.0
893.2628927647602,457.9458966534585,0.0,-0.24568139016628265,1.571353554725647,0.0
992.514325294178,457.9458966534585,0.0,-0.24859952926635742,1.5725910663604736,0.0
1091.7657578235958,457.9458966534585,0.0,-0.25151658058166504,1.5738368034362793,0.0
1191.0171903530136,457.9458966534585,0.0,-0.25443243980407715,1.5750914812088013,0.0
1290.2686228824314,457.9458966534585,0.0,-0.25734785199165344,1.5763500928878784,0.0
1389.5200554118492,457.9458966534585,0.0,-0.2602635324001312,1.5776076316833496,0.0
1488.771487941267,457.9458966534585,0.0,-0.2631802260875702,1.5788590908050537,0.0
1588.0229204706848,457.9458966534585,0.0,-0.26609861850738525,1.58009934425354,0.0
1687.2743530001026,457.9458966534585,0.0,-0.2690194547176361,1.581323504447937,0.0
1786.5257855295204,457.9458966534585,0.0,-0.27194347977638245,1.582526445388794,0.0
1885.7772180589382,457.9458966534585,0.0,-0.2748713791370392,1.5837031602859497,0.0
1985.028650588356,457.9458966534585,0.0,-0.2778030335903168,1.5848573446273804,0.0
2084.2800831177738,457.9458966534585,0.0,-0.2807318866252899,1.5860556364059448,0.0
2183.5315156471916,457.9458966534585,0.0,-0.283658504486084,1.5872910022735596,0.0
2282.7829481766094,457.9458966534585,0.0,-0.2865855395793915,1.588535189628601,0.0
2382.034380706027,457.9458966534585,0.0,-0.2895156443119049,1.5897600650787354,0.0
2481.285813235445,457.9458966534585,0.0,-0.2924514710903168,1.5909377336502075,0.0
2580.5372457648627,457.9458966534585,0.0,-0.2953956127166748,1.5920401811599731,0.0
2679.7886782942805,457.9458966534585,0.0,-0.2983507513999939,1.5930391550064087,0.0
2779.0401108236983,457.9458966534585,0.0,-0.30131953954696655,1.5939066410064697,0.0
2878.291543353116,457.9458966534585,0.0,-0.3043045997619629,1.5946147441864014,0.0
2977.542975882534,457.9458966534585,0.0,-0.30730897188186646,1.5951591730117798,0.0
3076.7944084119517,457.9458966534585,0.0,-0.31033411622047424,1.5956273078918457,0.0
3176.0458409413695,457.9458966534585,0.0,-0.31337693333625793,1.59604012966156,0.0
3275.2972734707873,457.9458966534585,0.0,-0.316433846950531,1.5964089632034302,0.0
3374.548706000205,457.9458966534585,0.0,-0.3195013701915741,1.5967450141906738,0.0
3473.800138529623,457.9458966534585,0.0,-0.32257598638534546,1.5970598459243774,0.0
3573.0515710590407,457.9458966534585,0.0,-0.32565420866012573,1.5973645448684692,0.0
3672.3030035884585,457.9458966534585,0.0,-0.32873252034187317,1.5976706743240356,0.0
3771.5544361178763,457.9458966534585,0.0,-0.33180737495422363,1.5979894399642944,0.0
3870.805868647294,457.9458966534585,0.0,-0.33487531542778015,1.598332166671753,0.0
3970.057301176712,457.9458966534585,0.0,-0.33793678879737854,1.5986974239349365,0.0
4069.3087337061297,457.9458966534585,0.0,-0.3409983217716217,1.5990639925003052,0.0
4168.5601662355475,457.9458966534585,0.0,-0.34406018257141113,1.5994311571121216,0.0
4267.811598764965,457.9458966534585,0.0,-0.3471223711967468,1.5997987985610962,0.0
4367.063031294383,457.9458966534585,0.0,-0.3501848578453064,1.600167155265808,0.0
4466.314463823801,457.9458966534585,0.0,-0.35324767231941223,1.6005359888076782,0.0
4565.565896353219,457.9458966534585,0.0,-0.35631078481674194,1.600905418395996,0.0
4664.8173288826365,457.9458966534585,0.0,-0.3593742251396179,1.6012754440307617,0.0
4764.068761412054,457.9458966534585,0.0,-0.36243799328804016,1.601646065711975,0.0
4863.320193941472,457.9458966534585,0.0,-0.3655020594596863,1.6020171642303467,0.0
0.0,572.4323708168231,0.0,-0.21622076630592346,1.5616662502288818,0.0
99.2514325294178,572.4323708168231,0.0,-0.21914276480674744,1.5628916025161743,0.0
198.5028650588356,572.4323708168231,0.0,-0.22206510603427887,1.5641155242919922,0.0
297.7542975882534,572.4323708168231,0.0,-0.22498777508735657,1.5653380155563354,0.0
397.0057301176712,572.4323708168231,0.0,-0.22791077196598053,1.5665591955184937,0.0
496.257162647089,572.4323708168231,0.0,-0.23083411157131195,1.5677788257598877,0.0
595.5085951765068,572.4323708168231,0.0,-0.23375777900218964,1.5689970254898071,0.0
694.7600277059246,572.4323708168231,0.0,-0.23668178915977478,1.570213794708252,0.0
794.0114602353424,572.4323708168231,0.0,-0.2396061271429062,1.5714291334152222,0.0
893.2628927647602,572.4323708168231,0.0,-0.24253079295158386,1.5726430416107178,0.0
992.514325294178,572.4323708168231,0.0,-0.2454557567834854,1.5738558769226074,0.0
1091.7657578235958,572.4323708168231,0.0,-0.24837970733642578,1.5750763416290283,0.0
1191.0171903530136,572.4323708168231,0.0,-0.2513025403022766,1.5763052701950073,0.0
1290.2686228824314,572.4323708168231,0.0,-0.254224956035614,1.5775378942489624,0.0
1389.5200554118492,572.4323708168231,0.0,-0.2571476995944977,1.578769326210022,0.0
1488.771487941267,572.4323708168231,0.0,-0.26007139682769775,1.5799949169158936,0.0
1588.0229204706848,572.4323708168231,0.0,-0.26299676299095154,1.5812098979949951,0.0
1687.2743530001026,572.4323708168231,0.0,-0.2659245431423187,1.5824096202850342,0.0
1786.5257855295204,572.4323708168231,0.0,-0.26885536313056946,1.5835893154144287,0.0
1885.7772180589382,572.4323708168231,0.0,-0.2717899978160858,1.5847440958023071,0.0
1985.028650588356,572.4323708168231,0.0,-0.2747282087802887,1.585877776145935,0.0
2084.2800831177738,572.4323708168231,0.0,-0.27766355872154236,1.5870550870895386,0.0
2183.5315156471916,572.4323708168231,0.0,-0.28059661388397217,1.588268756866455,0.0
2282.7829481766094,572.4323708168231,0.0,-0.28352999687194824,1.589491367340088,0.0
2382.034380706027,572.4323708168231,0.0,-0.2864663898944855,1.5906957387924194,0.0
2481.285813235445,572.4323708168231,0.0,-0.289408415555954,1.591854214668274,0.0
2580.5372457648627,572.4323708168231,0.0,-0.2923586666584015,1.5929396152496338,0.0
2679.7886782942805,572.4323708168231,0.0,-0.2953198254108429,1.593924641609192,0.0
2779.0401108236983,572.4323708168231,0.0,-0.2982945144176483,1.594781756401062,0.0
2878.291543353116,572.4323708168231,0.0,-0.30128538608551025,1.5954837799072266,0.0
2977.542975882534,572.4323708168231,0.0,-0.3042954206466675,1.5960263013839722,0.0
3076.7944084119517,572.4323708168231,0.0,-0.307326078414917,1.5964937210083008,0.0
3176.0458409413695,572.4323708168231,0.0,-0.3103742003440857,1.5969065427780151,0.0
3275.2972734707873,572.4323708168231,0.0,-0.3134363293647766,1.597275972366333,0.0
3374.548706000205,572.4323708168231,0.0,-0.3165089786052704,1.597612977027893,0.0
3473.800138529623,572.4323708168231,0.0,-0.31958866119384766,1.5979288816452026,0.0
3573.0515710590407,572.4323708168231,0.0,-0.32267189025878906,1.59823477268219,0.0
3672.3030035884585,572.4323708168231,0.0,-0.32575517892837524,1.5985418558120728,0.0
3771.5544361178763,572.4323708168231,0.0,-0.32883504033088684,1.5988613367080688,0.0
3870.805868647294,572.4323708168231,0.0,-0.3319079875946045,1.5992043018341064,0.0
3970.057301176712,572.4323708168231,0.0,-0.3349744975566864,1.599569320678711,0.0
4069.3087337061297,572.4323708168231,0.0,-0.3380410969257355,1.5999354124069214,0.0
4168.5601662355475,572.4323708168231,0.0,-0.34110796451568604,1.6003021001815796,0.0
4267.811598764965,572.4323708168231,0.0,-0.3441751301288605,1.6006691455841064,0.0
4367.063031294383,572.4323708168231,0.0,-0.3472425937652588,1.6010366678237915,0.0
4466.314463823801,572.4323708168231,0.0,-0.350310355424881,1.6014045476913452,0.0
4565.565896353219,572.4323708168231,0.0,-0.35337838530540466,1.6017730236053467,0.0
4664.8173288826365,572.4323708168231,0.0,-0.3564467430114746,1.6021418571472168,0.0
4764.068761412054,572.4323708168231,0.0,-0.35951536893844604,1.6025110483169556,0.0
4863.320193941472,572.4323708168231,0.0,-0.36258432269096375,1.602880835533142,0.0
0.0,686.9188449801877,0.0,-0.2130136787891388,1.5631645917892456,0.0
99.2514325294178,686.9188449801877,0.0,-0.2159423530101776,1.5643655061721802,0.0
198.5028650588356,686.9188449801877,0.0,-0.21887138485908508,1.5655648708343506,0.0
297.7542975882534,686.9188449801877,0.0,-0.2218007743358612,1.566762924194336,0.0
397.0057301176712,686.9188449801877,0.0,-0.2247304916381836,1.5679594278335571,0.0
496.257162647089,686.9188449801877,0.0,-0.22766056656837463,1.5691546201705933,0.0
595.5085951765068,686.9188449801877,0.0,-0.23059099912643433,1.5703483819961548,0.0
694.7600277059246,686.9188449801877,0.0,-0.23352177441120148,1.5715407133102417,0.0
794.0114602353424,686.9188449801877,0.0,-0.2364528924226761,1.572731614112854,0.0
893.2628927647602,686.9188449801877,0.0,-0.23938435316085815,1.5739210844039917,0.0
992.514325294178,686.9188449801877,0.0,-0.2423161268234253,1.5751094818115234,0.0
1091.7657578235958,686.9188449801877,0.0,-0.24524694681167603,1.5763050317764282,0.0
1191.0171903530136,686.9188449801877,0.0,-0.24817673861980438,1.5775084495544434,0.0
1290.2686228824314,686.9188449801877,0.0,-0.2511061429977417,1.578715205192566,0.0
1389.5200554118492,686.9188449801877,0.0,-0.2540358901023865,1.579920768737793,0.0
1488.771487941267,686.9188449801877,0.0,-0.25696659088134766,1.5811208486557007,0.0
1588.0229204706848,686.9188449801877,0.0,-0.25989893078804016,1.5823109149932861,0.0
1687.2743530001026,686.9188449801877,0.0,-0.2628335654735565,1.5834864377975464,0.0
1786.5257855295204,686.9188449801877,0.0,-0.26577121019363403,1.5846428871154785,0.0
1885.7772180589382,686.9188449801877,0.0,-0.26871249079704285,1.5857760906219482,0.0
1985.028650588356,686.9188449801877,0.0,-0.2716572880744934,1.5868892669677734,0.0
2084.2800831177738,686.9188449801877,0.0,-0.2745990753173828,1.588045597076416,0.0
2183.5315156471916,686.9188449801877,0.0,-0.277538537979126,1.5892375707626343,0.0
2282.7829481766094,686.9188449801877,0.0,-0.280478298664093,1.590438723564148,0.0
2382.034380706027,686.9188449801877,0.0,-0.28342095017433167,1.591622233390808,0.0
2481.285813235445,686.9188449801877,0.0,-0.28636911511421204,1.5927616357803345,0.0
2580.5372457648627,686.9188449801877,0.0,-0.289325475692749,1.5938299894332886,0.0
2679.7886782942805,686.9188449801877,0.0,-0.29229262471199036,1.5948009490966797,0.0
2779.0401108236983,686.9188449801877,0.0,-0.29527315497398376,1.5956475734710693,0.0
